# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2023-04-03 21:36:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/hyunjimoon/.cmdstan/cmdstan-2.31.0/examples/bernoulli/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 61463
# output
#   file = /Users/hyunjimoon/Dropbox/WINcode/VaccineMisinf/V79/bernoulli-20230403173630_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-6.74813,0.99993,1.05082,1,3,0,6.7663,0.248182
-6.93619,0.949836,1.05082,1,3,0,6.9505,0.33135
-6.75798,0.769155,1.05082,2,3,0,7.78301,0.267911
-7.52781,0.740792,1.05082,2,3,0,8.1776,0.118891
-7.85857,0.910776,1.05082,2,3,0,8.85525,0.0998715
-7.07541,0.921679,1.05082,2,3,0,10.1654,0.158952
-6.79711,0.97959,1.05082,2,3,0,7.24688,0.212262
-8.0138,0.728307,1.05082,1,3,0,8.18347,0.473264
-6.7697,1,1.05082,1,3,0,7.72685,0.224591
-6.83761,0.990921,1.05082,2,3,0,6.85049,0.30522
-6.74808,1,1.05082,1,3,0,6.81362,0.251357
-7.29934,0.890401,1.05082,2,3,0,7.44602,0.136138
-7.31621,0.996625,1.05082,1,1,0,7.44438,0.134702
-7.51848,0.962188,1.05082,1,1,0,7.60252,0.119515
-6.86084,0.876985,1.05082,2,3,0,8.57909,0.312254
-6.91625,0.979605,1.05082,1,1,0,6.94996,0.326709
-6.8006,1,1.05082,2,3,0,6.89549,0.210997
-6.74844,0.998581,1.05082,1,3,0,6.79366,0.253629
-6.74809,0.999971,1.05082,1,3,0,6.74852,0.248541
-6.95723,0.944371,1.05082,1,3,0,6.97223,0.336008
-6.76263,1,1.05082,1,3,0,6.88855,0.271759
-7.30212,0.861247,1.05082,1,3,0,7.30551,0.394004
-6.93415,0.952599,1.05082,1,3,0,7.5649,0.179354
-6.76435,1,1.05082,2,3,0,6.90685,0.27303
-6.80119,0.987349,1.05082,1,1,0,6.80338,0.292159
-7.51752,0.782051,1.05082,1,3,0,7.90509,0.11958
-8.02829,0.919584,1.05082,1,1,0,8.08182,0.0919213
-8.06358,0.995007,1.05082,1,1,0,8.30779,0.0903873
-6.75918,1,1.05082,2,3,0,7.79974,0.26898
-6.74962,1,1.05082,1,1,0,6.75604,0.257118
-6.74962,0.610799,1.05082,1,3,0,7.94346,0.257118
-7.75848,0.758014,1.05082,1,3,0,7.78518,0.44818
-6.81317,1,1.05082,2,3,0,7.39489,0.29682
-7.05848,0.959744,1.05082,2,3,0,7.0661,0.355909
-7.1506,0.964182,1.05082,1,1,0,7.25705,0.371533
-7.31068,0.979109,1.05082,2,3,0,7.44875,0.395182
-7.51955,0.917295,1.05082,1,1,0,7.71977,0.421725
-6.75953,1,1.05082,1,3,0,7.25062,0.269278
-6.79009,0.943992,1.05082,2,3,0,6.97114,0.287369
-6.85317,0.754636,1.05082,2,3,0,7.76,0.310013
-7.46466,0.789052,1.05082,1,1,0,7.47489,0.415115
-7.30168,1,1.05082,2,3,0,7.59716,0.393943
-6.9977,0.930628,1.05082,1,3,0,7.68192,0.16929
-7.50864,0.894246,1.05082,1,1,0,7.51037,0.120179
-7.48582,1,1.05082,1,1,0,7.66628,0.121746
-7.77538,0.951307,1.05082,1,1,0,7.86706,0.104162
-6.76693,0.994883,1.05082,2,3,0,7.74979,0.22623
-6.76693,0.530402,1.05082,1,3,0,9.49576,0.22623
-7.21068,0.886227,1.05082,1,3,0,7.28738,0.380845
-7.42165,0.917377,1.05082,1,1,0,7.58061,0.409769
-6.86857,1,1.05082,1,1,0,7.22206,0.314443
-6.86857,0.762686,1.05082,1,1,0,7.30343,0.314443
-6.76042,0.849975,1.05082,2,3,0,7.39601,0.27002
-6.79825,0.987085,1.05082,1,1,0,6.79942,0.290941
-6.757,0.953087,1.05082,2,3,0,7.00291,0.233507
-6.75873,0.872251,1.05082,2,3,0,7.40283,0.268586
-6.81653,0.913492,1.05082,2,3,0,7.09107,0.298053
-6.7485,0.999993,1.05082,1,3,0,6.80306,0.246139
-6.7633,0.918076,1.05082,2,3,0,7.13455,0.272265
-6.77495,0.996027,1.05082,1,1,0,6.77859,0.279729
-7.07184,0.905522,1.05082,1,3,0,7.21685,0.159391
-7.13895,0.995006,1.05082,2,3,0,7.20649,0.151622
-7.22317,0.982036,1.05082,1,1,0,7.3009,0.14304
-7.22317,0.877176,1.05082,1,1,0,7.79965,0.14304
-7.6072,0.976068,1.05082,2,3,0,7.64368,0.113803
-7.6072,0.886899,1.05082,1,1,0,8.30035,0.113803
-6.75273,0.944489,1.05082,1,3,0,7.58793,0.262259
-7.20019,0.884136,1.05082,1,3,0,7.20879,0.379261
-7.01511,1,1.05082,2,3,0,7.20937,0.347817
-6.75863,0.671992,1.05082,2,3,0,8.32244,0.268496
-6.75841,1,1.05082,2,3,0,6.76196,0.268299
-6.78731,0.99018,1.05082,1,1,0,6.78837,0.286081
-6.78731,0.279916,1.05082,1,3,0,9.76673,0.286081
-6.7673,1,1.05082,2,3,0,6.78098,0.22601
-6.76743,0.977889,1.05082,2,3,0,6.9017,0.225925
-6.81949,0.971707,1.05082,2,3,0,6.92678,0.299117
-6.78283,0.894068,1.05082,2,3,0,7.26492,0.218026
-7.08255,0.940072,1.05082,1,3,0,7.08826,0.158085
-6.9739,1,1.05082,1,1,0,7.09459,0.172852
-6.76792,0.977501,1.05082,2,3,0,7.0302,0.275469
-7.08193,0.938932,1.05082,2,3,0,7.13366,0.15816
-6.91383,1,1.05082,1,1,0,7.05772,0.183005
-6.89082,1,1.05082,1,1,0,6.94284,0.187473
-7.17181,0.933795,1.05082,1,1,0,7.17562,0.148138
-7.90122,0.609569,1.05082,2,3,0,11.1738,0.0977781
-7.53411,1,1.05082,1,1,0,7.92217,0.118473
-7.71858,0.968814,1.05082,1,1,0,7.84287,0.107263
-6.78934,0.916614,1.05082,1,3,0,7.81603,0.287025
-7.38624,0.799889,1.05082,1,1,0,7.38627,0.405245
-7.77931,0.576289,1.05082,1,3,0,9.19374,0.103953
-7.03187,0.918667,1.05082,2,3,0,8.62585,0.351011
-7.6362,0.782939,1.05082,1,1,0,7.70498,0.435067
-7.25911,1,1.05082,1,1,0,7.64896,0.38795
-6.76926,0.793017,1.05082,2,3,0,8.06094,0.224847
-7.11392,0.863049,1.05082,2,3,0,7.52755,0.365531
-7.13856,0.990243,1.05082,1,1,0,7.27317,0.369592
-7.13856,0.528504,1.05082,1,1,0,8.1119,0.369592
-6.74869,0.719067,1.05082,2,3,0,8.21608,0.245465
-8.36955,0.647609,1.05082,1,3,0,8.43325,0.504279
-7.46388,1,1.05082,1,1,0,8.21416,0.41502
-7.95571,0.639485,1.05082,2,3,0,9.62116,0.0951994
-7.2246,1,1.05082,2,3,0,7.82394,0.142904
-6.87764,1,1.05082,1,1,0,7.14029,0.190224
-6.95312,0.980803,1.05082,1,1,0,6.9752,0.176156
-6.89304,0.928308,1.05082,2,3,0,7.74741,0.187024
-6.76432,0.968368,1.05082,2,3,0,7.17269,0.227898
-6.76432,0.60643,1.05082,1,3,0,8.15873,0.227898
-6.76597,0.999503,1.05082,1,1,0,6.77067,0.226829
-6.74841,0.996667,1.05082,2,3,0,6.78342,0.2535
-7.77397,0.75829,1.05082,1,3,0,8.06068,0.104238
-7.52629,1,1.05082,2,3,0,7.83912,0.118992
-6.78309,0.920029,1.05082,2,3,0,7.72834,0.284034
-7.24963,0.843458,1.05082,2,3,0,7.54503,0.14056
-7.90906,0.885293,1.05082,1,1,0,7.91902,0.0974003
-7.50776,1,1.05082,1,1,0,7.91357,0.120239
-6.83259,1,1.05082,1,3,0,7.36315,0.201084
-6.89546,0.983279,1.05082,1,1,0,6.90896,0.18654
-6.92032,0.993623,1.05082,1,1,0,6.95607,0.18181
-6.76706,0.983706,1.05082,2,3,0,6.95937,0.274906
-7.34831,0.850983,1.05082,1,3,0,7.3506,0.400268
-7.34831,0.935095,1.05082,1,1,0,7.66233,0.400268
-7.27241,1,1.05082,1,1,0,7.51152,0.389847
-7.15331,1,1.05082,2,3,0,7.36662,0.371966
-7.256,0.959458,1.05082,1,1,0,7.39956,0.387504
-7.00598,1,1.05082,1,1,0,7.23164,0.346039
-7.88407,0.699924,1.05082,1,1,0,7.93548,0.460866
-6.9384,1,1.05082,1,1,0,7.53222,0.33185
-6.74824,1,1.05082,1,3,0,6.89114,0.247394
-6.76302,0.995095,1.05082,2,3,0,6.77387,0.272053
-6.79553,0.988862,1.05082,1,1,0,6.79759,0.289784
-7.01964,0.962522,1.05082,2,3,0,7.02348,0.34869
-7.01964,0.167876,1.05082,1,1,0,9.55365,0.34869
-6.92779,1,1.05082,1,1,0,7.04004,0.329424
-6.76184,0.987124,1.05082,2,3,0,7.00334,0.229614
-6.80958,0.96613,1.05082,2,3,0,6.94315,0.295469
-6.78457,1,1.05082,1,1,0,6.81019,0.284763
-6.8177,0.988371,1.05082,1,1,0,6.82638,0.298476
-6.8177,0.278785,1.05082,1,3,0,9.70752,0.298476
-6.95819,0.949531,1.05082,1,1,0,6.97098,0.336217
-6.84018,1,1.05082,2,3,0,6.93581,0.306038
-6.77798,0.962621,1.05082,2,3,0,7.01639,0.220267
-6.84934,0.978775,1.05082,1,3,0,6.9073,0.308868
-6.77476,0.818543,1.05082,2,3,0,7.50033,0.279621
-6.74906,0.963112,1.05082,2,3,0,6.93297,0.244328
-6.96828,0.945952,1.05082,1,3,0,6.99338,0.173727
-6.75102,0.999264,1.05082,2,3,0,6.96022,0.259763
-6.75102,0.636602,1.05082,1,3,0,7.83276,0.259763
-7.36203,0.844998,1.05082,1,3,0,7.37679,0.402084
-6.83005,1,1.05082,1,1,0,7.16477,0.302752
-6.75997,0.904199,1.05082,2,3,0,7.1637,0.269645
-6.79524,0.994962,1.05082,2,3,0,6.7964,0.289658
-6.85418,0.993031,1.05082,2,3,0,6.86442,0.310314
-8.16315,0.595651,1.05082,1,1,0,8.16683,0.486768
-7.32519,0.800757,1.05082,1,3,0,9.08298,0.13395
-7.16364,1,1.05082,2,3,0,7.35699,0.148987
-7.25352,0.981131,1.05082,1,1,0,7.33496,0.140203
-7.71498,0.949873,1.05082,2,3,0,7.71614,0.443608
-8.02653,0.468259,1.05082,1,3,0,10.0567,0.0919986
-8.07439,0.997749,1.05082,2,3,0,8.31401,0.0899249
-8.07439,0.948546,1.05082,1,1,0,8.56675,0.0899249
-8.18722,0.984674,1.05082,1,1,0,8.41153,0.0852983
-7.38944,1,1.05082,1,1,0,8.06152,0.1288
-7.43187,0.991968,1.05082,1,1,0,7.57002,0.125603
-6.82106,1,1.05082,1,3,0,7.29759,0.204371
-6.90493,0.958741,1.05082,2,3,0,7.11817,0.323959
-7.58562,0.746285,1.05082,2,3,0,8.2068,0.115149
-7.76708,0.990007,1.05082,2,3,0,7.90028,0.104606
-6.75631,1,1.05082,2,3,0,7.58773,0.266322
-7.00352,0.928125,1.05082,1,3,0,7.08457,0.168451
-7.30481,0.802619,1.05082,2,3,0,8.97184,0.135669
-7.30481,0.850646,1.05082,1,1,0,8.06769,0.135669
-7.16764,1,1.05082,1,1,0,7.34756,0.14857
-7.04216,1,1.05082,1,1,0,7.18822,0.163161
-6.81556,0.976547,1.05082,2,3,0,7.25157,0.20604
-6.8314,0.995608,1.05082,1,1,0,6.84804,0.201411
-6.9154,0.9544,1.05082,2,3,0,7.16056,0.326504
-6.82549,0.975325,1.05082,2,3,0,7.06902,0.203075
-7.72896,0.619009,1.05082,2,3,0,9.18104,0.445088
-7.513,1,1.05082,2,3,0,7.92247,0.420947
-9.14873,0.499257,1.05082,1,1,0,9.36809,0.561351
-7.81567,1,1.05082,2,3,0,8.75858,0.102049
-8.86253,0.8683,1.05082,1,1,0,8.87542,0.0634487
-10.2299,0.890327,1.05082,1,1,0,10.2529,0.0369995
-7.15698,0.972768,1.05082,1,3,0,10.2067,0.149688
-6.74883,0.98222,1.05082,1,3,0,7.11672,0.255052
-6.75595,0.979882,1.05082,2,3,0,6.83846,0.265954
-6.79454,0.986938,1.05082,1,1,0,6.79482,0.289352
-6.93058,0.979906,1.05082,2,3,0,6.93809,0.179977
-6.93058,0.528828,1.05082,1,3,0,10.213,0.179977
-6.93058,0.874588,1.05082,1,3,0,7.67801,0.179977
-6.75059,0.991951,1.05082,1,3,0,6.91609,0.259026
-6.83105,0.978841,1.05082,1,3,0,6.83223,0.303085
-6.83209,0.999875,1.05082,2,3,0,6.86089,0.303427
-6.74823,0.967143,1.05082,2,3,0,6.95843,0.252538
-7.02691,0.926566,1.05082,1,3,0,7.04035,0.350076
-7.65272,0.776184,1.05082,1,1,0,7.71893,0.436887
-6.93428,0.987296,1.05082,2,3,0,7.92854,0.179332
-6.88159,1,1.05082,1,1,0,6.94756,0.189382
-6.79172,1,1.05082,1,1,0,6.859,0.214317
-6.84385,0.985438,1.05082,1,1,0,6.84926,0.19811
-7.04659,0.949191,1.05082,1,1,0,7.04957,0.162584
-6.81139,1,1.05082,1,1,0,6.98428,0.207355
-6.75054,0.983425,1.05082,2,3,0,6.92497,0.241194
-7.6949,0.403365,1.05082,2,3,0,10.3689,0.441464
-7.56637,1,1.05082,1,1,0,7.95354,0.427188
-6.75658,1,1.05082,1,3,0,7.37198,0.233891
-6.75877,0.999777,1.05082,2,3,0,6.76105,0.23198
-7.07781,0.928827,1.05082,1,3,0,7.0998,0.15866
-6.75603,0.960411,1.05082,2,3,0,7.21807,0.26604
-7.44964,0.816216,1.05082,1,3,0,7.67504,0.124309
-6.79866,1,1.05082,1,3,0,7.31641,0.211696
-7.3326,0.766439,1.05082,2,3,0,8.36876,0.133335
-6.78531,0.92239,1.05082,2,3,0,8.04543,0.216944
-7.71679,0.781341,1.05082,1,3,0,7.85309,0.4438
-8.8266,0.62302,1.05082,1,1,0,9.14961,0.539234
-9.43231,0.774554,1.05082,1,1,0,10.2476,0.579423
-8.02063,1,1.05082,1,1,0,9.26449,0.473898
-7.24188,1,1.05082,1,1,0,7.83928,0.385459
-7.24188,0.471515,1.05082,1,1,0,8.38958,0.385459
-6.80136,0.943432,1.05082,2,3,0,7.56389,0.210728
-6.96889,0.97883,1.05082,2,3,0,7.00823,0.338498
-8.25599,0.598309,1.05082,2,3,0,9.44346,0.0826436
-6.82638,1,1.05082,2,3,0,7.87207,0.301514
-7.94806,0.812853,1.05082,2,3,0,7.94913,0.467064
-6.97793,0.938921,1.05082,2,3,0,8.54615,0.172233
-7.14896,0.986974,1.05082,2,3,0,7.17736,0.150541
-7.16602,0.996292,1.05082,1,1,0,7.2629,0.148738
-7.79295,0.885283,1.05082,1,1,0,7.7993,0.103232
-9.11867,0.837802,1.05082,1,1,0,9.11895,0.0570846
-9.56413,0.962659,1.05082,1,1,0,9.78717,0.047779
-9.99246,0.969432,1.05082,1,1,0,10.2517,0.0404844
-11.3388,0.927884,1.05082,1,1,0,11.3967,0.0246038
-9.55192,0.923338,1.05082,2,3,0,15.4128,0.0480086
-8.01026,0.90972,1.05082,1,3,0,9.36802,0.0927196
-7.31805,1,1.05082,2,3,0,7.8998,0.134546
-7.13708,1,1.05082,1,1,0,7.33654,0.151826
-7.78685,0.879699,1.05082,1,1,0,7.79037,0.103553
-7.72371,1,1.05082,1,1,0,7.96614,0.106977
-7.29778,1,1.05082,1,1,0,7.685,0.136273
-6.76168,0.994812,1.05082,1,3,0,7.19867,0.229729
-6.78019,0.774162,1.05082,2,3,0,8.06213,0.219224
-7.12646,0.930042,1.05082,1,3,0,7.13688,0.152998
-6.90044,1,1.05082,2,3,0,7.05506,0.322844
-7.15359,0.906938,1.05082,1,1,0,7.18884,0.372011
-6.74941,1,1.05082,1,3,0,7.02684,0.256634
-6.82176,0.979543,1.05082,1,3,0,6.83894,0.204162
-8.63294,0.633896,1.05082,1,3,0,8.86914,0.524993
-7.76406,1,1.05082,2,3,0,8.61631,0.44876
-7.21059,1,1.05082,1,1,0,7.67531,0.38083
-6.8213,0.987037,1.05082,2,3,0,7.3493,0.204298
-6.89707,0.979736,1.05082,1,1,0,6.9064,0.18622
-6.75036,0.978988,1.05082,2,3,0,6.98922,0.258619
-7.73998,0.819317,1.05082,2,3,0,7.89676,0.106078
-7.09315,0.926979,1.05082,2,3,0,8.53664,0.362011
-7.09315,0.775979,1.05082,1,1,0,7.55112,0.362011
-7.71645,0.775013,1.05082,1,1,0,7.80763,0.443764
-7.71645,0.509422,1.05082,1,1,0,8.92835,0.443764
-8.0438,0.462413,1.05082,1,3,0,10.0931,0.0912424
-7.02191,1,1.05082,1,3,0,7.84884,0.165875
-6.75342,0.99943,1.05082,1,3,0,6.96451,0.237162
-6.75342,0.642021,1.05082,1,3,0,7.93183,0.237162
-6.74822,0.999806,1.05082,1,3,0,6.75308,0.252517
-6.91775,0.92406,1.05082,2,3,0,7.11915,0.18228
-6.76049,0.824909,1.05082,2,3,0,8.03872,0.270078
-7.07085,0.91864,1.05082,1,3,0,7.07229,0.358121
-6.89975,1,1.05082,1,1,0,7.04475,0.322672
-7.74714,0.714452,1.05082,1,1,0,7.76573,0.446997
-7.14907,1,1.05082,2,3,0,7.61491,0.371288
-7.62404,0.823062,1.05082,1,1,0,7.74332,0.433717
-8.70822,0.819385,1.05082,2,3,0,8.99426,0.530621
-8.39227,1,1.05082,1,1,0,9.22522,0.506133
-6.80131,1,1.05082,1,3,0,8.08564,0.210745
-7.75079,0.824354,1.05082,1,3,0,7.84196,0.105487
-7.86236,0.982561,1.05082,1,1,0,8.04102,0.0996827
-7.17458,0.942207,1.05082,2,3,0,8.601,0.375322
-7.20222,0.825114,1.05082,2,3,0,7.93946,0.145072
-6.77186,1,1.05082,2,3,0,7.12395,0.27793
-6.75074,0.998826,1.05082,1,3,0,6.77373,0.240852
-6.75278,0.999366,1.05082,1,1,0,6.75334,0.23794
-6.74885,0.999518,1.05082,2,3,0,6.7545,0.25511
-6.87838,0.941974,1.05082,2,3,0,7.02578,0.190065
-6.77352,1,1.05082,2,3,0,6.84854,0.222507
-6.90654,0.962871,1.05082,1,3,0,6.96704,0.324356
-8.21766,0.785407,1.05082,2,3,0,8.23177,0.491514
-7.71447,1,1.05082,1,1,0,8.3557,0.443554
-10.9272,0.259689,1.05082,1,1,0,11.1595,0.658693
-7.20934,1,1.05082,1,1,0,9.42909,0.380643
-6.78998,0.992181,1.05082,1,3,0,7.20527,0.215007
-6.82728,0.98948,1.05082,1,1,0,6.83392,0.202563
-6.76545,1,1.05082,1,1,0,6.80947,0.227163
-6.85144,0.975439,1.05082,1,3,0,6.89318,0.309497
-7.966,0.644847,1.05082,1,1,0,7.97049,0.468773
-6.78372,1,1.05082,1,3,0,7.73824,0.217632
-6.98643,0.95996,1.05082,1,3,0,6.98715,0.17095
-6.78435,1,1.05082,1,3,0,6.93132,0.217357
-6.88595,0.971916,1.05082,1,1,0,6.88684,0.188471
-6.83324,1,1.05082,1,1,0,6.88688,0.200908
-7.0718,0.940193,1.05082,1,1,0,7.07249,0.159397
-6.90798,1,1.05082,1,1,0,7.04786,0.184104
-8.36746,0.783039,1.05082,1,3,0,8.49815,0.0785805
-8.38284,0.826923,1.05082,1,3,0,10.6518,0.505365
-7.12366,1,1.05082,2,3,0,7.94306,0.367151
-6.75774,1,1.05082,1,3,0,6.99697,0.267691
-6.75774,0.689891,1.05082,1,3,0,7.62085,0.267691
-6.82545,0.905534,1.05082,2,3,0,7.12388,0.301196
-6.9055,0.971053,1.05082,1,1,0,6.92445,0.324099
-7.20496,0.954447,1.05082,2,3,0,7.23987,0.379982
-7.20496,0.613178,1.05082,1,1,0,8.0017,0.379982
-7.29291,0.964944,1.05082,1,1,0,7.45862,0.392727
-7.11535,1,1.05082,1,1,0,7.34405,0.365771
-6.86615,1,1.05082,2,3,0,7.04397,0.313765
-6.76749,0.820163,1.05082,2,3,0,7.50817,0.27519
-6.76749,0.880995,1.05082,1,3,0,7.18522,0.27519
-6.76749,0.57626,1.05082,1,3,0,8.85917,0.27519
-6.88821,0.958305,1.05082,1,1,0,6.88877,0.319726
-7.11739,0.973759,1.05082,2,3,0,7.11896,0.154016
-7.08498,1,1.05082,1,1,0,7.1889,0.157793
-8.50112,0.844605,1.05082,1,3,0,8.5554,0.0740612
-7.29549,0.985715,1.05082,1,3,0,8.29815,0.13647
-6.77587,1,1.05082,1,3,0,7.18716,0.221303
-7.05392,0.926258,1.05082,1,3,0,7.13363,0.355085
-6.8261,1,1.05082,1,1,0,6.98055,0.301419
-6.75674,0.999284,1.05082,2,3,0,6.83592,0.233737
-6.82999,0.948172,1.05082,2,3,0,7.03524,0.201801
-7.54395,0.875623,1.05082,1,3,0,7.57416,0.117825
-7.29945,1,1.05082,2,3,0,7.56957,0.136128
-6.83578,1,1.05082,1,3,0,7.18728,0.20022
-6.74803,0.998785,1.05082,1,3,0,6.81942,0.249537
-7.26468,0.802283,1.05082,2,3,0,7.8253,0.13919
-6.75899,0.940752,1.05082,2,3,0,7.4642,0.268809
-6.89465,0.96457,1.05082,1,3,0,6.89472,0.321383
-6.89465,0.341883,1.05082,1,3,0,11.4079,0.321383
-9.21881,0.475872,1.05082,1,3,0,11.0155,0.0548135
-7.46405,0.995521,1.05082,1,3,0,8.98983,0.123276
-8.57261,0.838566,1.05082,1,1,0,8.57274,0.0717868
-7.50199,1,1.05082,1,1,0,8.40655,0.120633
-6.79976,0.932494,1.05082,1,3,0,7.60132,0.291569
-6.77001,1,1.05082,1,1,0,6.79368,0.276805
-6.77001,0.8569,1.05082,1,3,0,7.27998,0.276805
-6.84958,0.756131,1.05082,2,3,0,7.90041,0.196672
-7.40391,0.863398,1.05082,1,3,0,7.61757,0.407517
-6.94301,1,1.05082,2,3,0,7.37885,0.177837
-7.03173,0.978638,1.05082,1,1,0,7.06637,0.164544
-6.74938,0.995474,1.05082,1,3,0,6.98048,0.24353
-6.92218,0.908166,1.05082,2,3,0,7.18239,0.328113
-6.84349,1,1.05082,1,1,0,6.91846,0.307076
-6.84349,0.811751,1.05082,2,3,0,7.5325,0.307076
-9.05349,0.583838,1.05082,2,3,0,9.10097,0.0586254
-6.74805,0.834246,1.05082,1,3,0,9.21993,0.251007
-9.13143,0.532439,1.05082,1,3,0,9.1969,0.560208
-6.99229,1,1.05082,1,3,0,9.10719,0.17008
-7.17252,0.959326,1.05082,1,1,0,7.20224,0.148064
-9.8638,0.705608,1.05082,1,3,0,10.2386,0.0425298
-6.9279,1,1.05082,2,3,0,9.56062,0.18045
-7.30369,0.915917,1.05082,1,1,0,7.30619,0.135764
-6.7513,0.969134,1.05082,1,3,0,7.27239,0.260217
-7.21402,0.541896,1.05082,2,3,0,9.15098,0.381345
-6.90285,0.963038,1.05082,1,3,0,7.43084,0.185087
-6.90285,0.853789,1.05082,1,3,0,7.67736,0.185087
-6.76926,0.986645,1.05082,1,3,0,6.93084,0.276335
-6.74893,1,1.05082,1,3,0,6.76282,0.255339
-6.78962,0.989301,1.05082,1,3,0,6.79063,0.287155
-6.78962,0.581711,1.05082,1,3,0,8.80611,0.287155
-6.77717,0.859541,1.05082,2,3,0,7.39173,0.220661
-7.21062,0.805729,1.05082,2,3,0,7.99269,0.14425
-7.09607,1,1.05082,2,3,0,7.24765,0.156475
-6.93305,1,1.05082,2,3,0,7.07783,0.179545
-6.93305,0.892817,1.05082,1,3,0,7.53518,0.179545
-6.91595,0.96476,1.05082,2,3,0,7.30182,0.182611
-6.8809,1,1.05082,1,1,0,6.93686,0.189529
-6.74822,0.99836,1.05082,1,3,0,6.85537,0.247509
-6.76742,0.993235,1.05082,2,3,0,6.78284,0.275145
-6.75272,0.997712,1.05082,2,3,0,6.77814,0.238017
-6.75272,0.650485,1.05082,1,3,0,7.89202,0.238017
-6.75272,0.909678,1.05082,1,3,0,7.07074,0.238017
-6.75272,0.927752,1.05082,1,3,0,6.97436,0.238017
-6.75434,0.999833,1.05082,2,3,0,6.75554,0.236126
-6.75982,0.992747,1.05082,2,3,0,6.79064,0.231137
-7.138,0.916458,1.05082,1,3,0,7.16728,0.151726
-6.83341,0.939444,1.05082,2,3,0,7.91672,0.200861
-6.7505,0.818353,1.05082,2,3,0,7.92448,0.25886
-7.2995,0.799188,1.05082,2,3,0,7.81503,0.136124
-7.32996,0.997979,1.05082,2,3,0,7.45425,0.133553
-7.81746,0.915684,1.05082,1,1,0,7.85287,0.101956
-7.42629,1,1.05082,2,3,0,7.81202,0.126015
-7.90682,0.920548,1.05082,1,1,0,7.95458,0.0975082
-6.81395,0.989667,1.05082,2,3,0,7.96026,0.20654
-7.03765,0.942541,1.05082,1,1,0,7.03775,0.163756
-6.76519,1,1.05082,1,3,0,6.97107,0.227329
-8.56384,0.625664,1.05082,1,3,0,8.68975,0.519717
-8.34959,1,1.05082,1,1,0,9.11279,0.502638
-6.99724,0.967669,1.05082,1,3,0,8.53505,0.169356
-7.62307,0.913213,1.05082,1,3,0,7.62308,0.112831
-8.32828,0.966028,1.05082,2,3,0,8.36387,0.0799763
-6.786,1,1.05082,2,3,0,7.95114,0.285457
-7.15152,0.881492,1.05082,1,3,0,7.34803,0.150267
-6.74974,0.99923,1.05082,2,3,0,7.12736,0.25738
-8.87276,0.561889,1.05082,1,3,0,9.74449,0.0631779
-7.87417,1,1.05082,1,1,0,8.76077,0.0990979
-7.19207,1,1.05082,2,3,0,7.74922,0.146079
-7.76972,0.894772,1.05082,1,1,0,7.78137,0.104465
-8.17015,0.980754,1.05082,2,3,0,8.27524,0.0859757
-6.96453,1,1.05082,1,3,0,7.96327,0.174318
-6.93306,1,1.05082,1,1,0,7.00034,0.179544
-6.77148,0.98415,1.05082,1,3,0,6.96401,0.277703
-8.70262,0.567251,1.05082,1,3,0,9.65115,0.0678818
-7.38678,0.978718,1.05082,1,3,0,8.49415,0.129005
-7.08995,1,1.05082,2,3,0,7.35336,0.157198
-6.77001,0.830834,1.05082,2,3,0,8.29886,0.276802
-6.91869,0.717757,1.05082,2,3,0,7.9622,0.327288
-7.42514,0.915921,1.05082,2,3,0,7.45713,0.410207
-7.51123,0.964849,1.05082,1,1,0,7.76783,0.420737
-6.87744,0.976363,1.05082,1,3,0,7.62572,0.190267
-6.75082,1,1.05082,1,3,0,6.84702,0.240722
-6.77907,0.97491,1.05082,2,3,0,6.87246,0.281978
-6.75006,0.965328,1.05082,2,3,0,6.92831,0.242077
-6.75994,0.994056,1.05082,2,3,0,6.77955,0.231038
-7.47449,0.846379,1.05082,1,3,0,7.56981,0.122539
-7.21817,0.944451,1.05082,2,3,0,8.16082,0.381965
-9.92957,0.618896,1.05082,2,3,0,10.0111,0.608465
-7.41178,1,1.05082,1,1,0,9.01748,0.408518
-8.43176,0.649731,1.05082,1,1,0,8.63397,0.509325
-6.75833,1,1.05082,1,3,0,7.82516,0.268225
-6.75289,0.989416,1.05082,2,3,0,6.79875,0.262469
